CustomerID,LastPurchaseDate,TotalOrders,TotalRevenue,DaysSinceLastPurchase,Churn
13883.0,2010-11-24 14:26:00,17,3803.99,15,0
13884.0,2010-11-28 12:04:00,8,1071.08,11,0
13888.0,2010-10-31 11:09:00,5,1563.42,39,0
13889.0,2010-11-22 13:25:00,7,1438.8300000000002,17,0
13890.0,2010-11-30 12:46:00,8,997.87,9,0
13891.0,2010-11-26 15:57:00,3,863.5600000000001,13,0
13892.0,2010-08-19 09:07:00,2,634.68,112,1
13895.0,2010-07-21 14:04:00,3,1335.5,141,1
13896.0,2010-03-24 08:55:00,1,388.55,260,1
13897.0,2010-09-27 13:36:00,2,849.56,73,0
13898.0,2010-10-24 15:42:00,1,530.47,46,0
13900.0,2010-11-24 14:40:00,4,867.14,15,0
13901.0,2010-11-30 15:21:00,15,2732.14,9,0
13902.0,2010-03-17 13:09:00,8,30411.26,267,1
13903.0,2010-11-04 17:44:00,1,165.45000000000002,35,0
13905.0,2010-05-17 17:04:00,3,244.45,206,1
13906.0,2010-10-26 15:00:00,1,42.0,44,0
13907.0,2010-01-17 12:22:00,1,136.8,326,1
13909.0,2010-10-12 17:22:00,2,286.6,58,0
13910.0,2010-09-22 16:19:00,1,-127.66,78,0
13911.0,2010-11-25 16:16:00,13,1619.1299999999999,14,0
13912.0,2010-10-12 08:43:00,1,124.95,58,0
13913.0,2010-07-21 10:11:00,1,42.22,141,1
13915.0,2010-11-10 15:17:00,2,31.200000000000003,29,0
13916.0,2010-09-02 10:04:00,5,1260.51,98,1
13919.0,2010-10-11 11:53:00,2,975.87,59,0
13920.0,2010-10-04 12:37:00,5,1734.88,66,0
13921.0,2010-11-05 15:04:00,5,720.75,34,0
13922.0,2010-10-18 13:44:00,4,652.45,52,0
13927.0,2010-10-22 10:06:00,2,340.97,48,0
13929.0,2010-10-19 09:50:00,11,2515.25,51,0
13931.0,2010-11-12 12:12:00,9,4019.85,27,0
13935.0,2010-04-22 11:21:00,3,6116.92,231,1
13936.0,2010-11-22 10:34:00,2,563.08,17,0
13937.0,2010-11-08 13:38:00,2,708.53,31,0
13939.0,2010-10-07 16:15:00,6,976.91,63,0
13941.0,2010-12-03 16:21:00,12,5933.74,6,0
13942.0,2010-06-23 12:35:00,1,320.0,169,1
13943.0,2010-05-11 11:30:00,1,246.54,212,1
13944.0,2010-02-24 15:02:00,1,200.43,288,1
13945.0,2010-11-10 10:00:00,2,854.15,29,0
13946.0,2010-11-28 16:21:00,4,1183.8600000000001,11,0
13948.0,2010-10-24 13:46:00,4,434.86,46,0
13952.0,2010-11-30 14:02:00,14,9544.8,9,0
13953.0,2010-10-26 15:16:00,5,3125.0,44,0
13955.0,2010-11-29 17:35:00,1,222.21,10,0
13957.0,2010-10-18 10:02:00,3,458.25,52,0
13958.0,2010-12-02 17:03:00,12,4504.78,7,0
13959.0,2010-11-05 16:52:00,3,477.98,34,0
13961.0,2010-11-19 15:13:00,2,498.7,20,0
13962.0,2010-09-30 10:35:00,1,193.25,70,0
13963.0,2010-12-07 09:21:00,15,2235.08,2,0
13964.0,2010-11-17 13:53:00,3,421.9,22,0
13965.0,2010-09-10 16:46:00,5,777.6600000000001,90,0
13966.0,2010-09-30 13:08:00,1,390.86,70,0
13967.0,2010-11-08 13:24:00,1,85.6,31,0
13968.0,2010-10-12 13:22:00,1,123.66,58,0
13969.0,2010-12-09 19:32:00,20,4226.08,0,0
13970.0,2010-11-18 13:21:00,2,846.55,21,0
13971.0,2010-10-18 13:24:00,7,1891.6100000000001,52,0
13974.0,2010-05-11 11:00:00,3,249.93,212,1
13975.0,2010-11-11 16:18:00,7,2824.06,28,0
13976.0,2010-07-21 09:27:00,3,834.38,141,1
13977.0,2010-10-24 14:08:00,1,519.8100000000001,46,0
13979.0,2010-11-11 14:10:00,10,2456.96,28,0
13980.0,2010-09-28 18:37:00,8,552.98,72,0
13981.0,2010-11-04 11:10:00,2,327.39,35,0
13982.0,2010-12-09 13:57:00,9,2557.68,0,0
13983.0,2010-12-08 10:38:00,18,4402.95,1,0
13984.0,2010-12-08 15:58:00,8,1128.09,1,0
13985.0,2010-11-30 08:58:00,8,2957.78,9,0
13987.0,2010-11-25 10:20:00,2,682.54,14,0
13988.0,2010-11-21 12:40:00,2,609.84,18,0
13989.0,2010-09-01 13:58:00,3,759.98,99,1
13992.0,2010-11-24 15:42:00,2,142.7,15,0
13993.0,2010-11-25 11:03:00,12,3280.7000000000003,14,0
13995.0,2010-11-25 16:31:00,12,2452.77,14,0
13996.0,2010-11-18 16:27:00,2,895.76,21,0
13997.0,2010-07-08 18:06:00,3,382.31,154,1
13998.0,2010-09-19 10:20:00,3,566.7,81,0
13999.0,2010-11-30 09:46:00,21,5572.75,9,0
14000.0,2010-10-21 15:35:00,6,1243.88,49,0
14001.0,2010-12-01 12:58:00,7,2487.01,8,0
14003.0,2009-12-07 08:53:00,1,209.41,367,1
14004.0,2010-11-11 13:26:00,4,1675.81,28,0
14006.0,2010-06-29 12:43:00,4,1234.48,163,1
14007.0,2010-07-15 09:06:00,1,79.48,147,1
14008.0,2010-11-29 13:19:00,2,493.74,10,0
14009.0,2010-09-03 12:08:00,1,404.3,97,1
14010.0,2010-05-23 13:00:00,3,288.09999999999997,200,1
14011.0,2010-08-16 15:31:00,3,451.91999999999996,115,1
14013.0,2010-11-24 16:16:00,3,533.2,15,0
14014.0,2010-11-28 14:56:00,2,1443.03,11,0
14016.0,2010-11-08 15:42:00,8,7051.25,31,0
14017.0,2010-05-17 14:52:00,1,229.75,206,1
14018.0,2010-03-04 14:23:00,1,367.15000000000003,280,1
14020.0,2010-08-20 13:09:00,3,570.46,111,1
14021.0,2010-11-30 15:14:00,4,1084.68,9,0
14022.0,2010-08-10 09:38:00,1,352.15000000000003,121,1
14024.0,2010-11-14 10:51:00,1,318.04,25,0
14025.0,2010-09-01 10:11:00,10,3969.1,99,1
14026.0,2010-08-26 10:31:00,2,713.11,105,1
14028.0,2010-07-29 12:24:00,5,3175.5,133,1
14030.0,2010-12-08 16:29:00,16,5785.5,1,0
14031.0,2010-12-09 17:34:00,35,23391.33,0,0
14032.0,2010-12-08 10:53:00,8,1856.23,1,0
14033.0,2010-06-02 15:10:00,1,109.44,190,1
14035.0,2010-10-29 10:10:00,6,1424.45,41,0
14037.0,2010-08-18 12:52:00,5,608.75,113,1
14038.0,2010-11-16 18:01:00,4,1446.45,23,0
14039.0,2010-05-13 10:15:00,1,115.08000000000001,210,1
14040.0,2010-11-18 13:01:00,27,8915.65,21,0
14042.0,2009-12-14 15:07:00,1,431.98,360,1
14043.0,2010-08-05 18:18:00,3,301.3,126,1
14044.0,2010-10-17 13:28:00,7,2453.33,53,0
14045.0,2010-12-01 11:32:00,16,8000.88,8,0
14047.0,2010-12-09 15:01:00,14,2868.7200000000003,0,0
14048.0,2010-11-22 14:21:00,2,338.76,17,0
14049.0,2010-11-17 10:44:00,12,7424.88,22,0
14051.0,2010-12-08 12:49:00,17,6627.16,1,0
14052.0,2010-11-14 11:37:00,1,255.45,25,0
14053.0,2010-11-07 14:50:00,2,312.05,32,0
14055.0,2010-05-11 10:24:00,2,795.3199999999999,212,1
14057.0,2010-11-23 08:38:00,5,2190.88,16,0
14058.0,2010-09-03 09:31:00,2,469.19,97,1
14060.0,2010-12-08 12:40:00,14,3367.76,1,0
14061.0,2010-07-20 17:22:00,3,917.4300000000001,142,1
14062.0,2010-11-30 11:00:00,15,14969.98,9,0
14063.0,2010-10-05 11:52:00,13,-3767.1999999999994,65,0
14064.0,2010-10-05 13:20:00,14,1851.43,65,0
14065.0,2010-11-15 16:13:00,4,889.37,24,0
14068.0,2010-04-22 09:33:00,4,1239.1200000000001,231,1
14069.0,2010-07-13 12:12:00,2,230.06,149,1
14070.0,2010-01-24 12:27:00,1,326.55,319,1
14072.0,2010-02-11 12:31:00,1,390.85,301,1
14074.0,2010-03-26 13:55:00,1,219.39999999999998,258,1
14075.0,2010-11-01 13:15:00,3,792.61,38,0
14077.0,2010-11-09 16:01:00,1,115.66,30,0
14078.0,2010-12-01 12:54:00,4,643.26,8,0
14079.0,2010-01-26 17:19:00,1,243.63,317,1
14080.0,2010-10-22 14:04:00,5,1030.13,48,0
14081.0,2010-12-05 15:47:00,13,4345.38,4,0
14082.0,2010-11-12 11:47:00,1,231.10999999999999,27,0
14083.0,2010-12-03 12:24:00,3,388.83,6,0
14084.0,2010-07-15 14:36:00,1,150.5,147,1
14085.0,2010-12-06 12:39:00,16,5656.43,3,0
14086.0,2010-09-03 10:52:00,1,39.95,97,1
14087.0,2010-10-31 11:22:00,3,621.8,39,0
14088.0,2010-11-17 11:09:00,6,11984.53,22,0
14091.0,2010-02-23 15:17:00,2,9530.08,289,1
14092.0,2010-12-02 09:10:00,11,3146.64,7,0
14094.0,2010-09-26 12:02:00,2,334.27,74,0
14095.0,2009-12-17 12:49:00,1,2.95,357,1
14097.0,2010-08-15 14:20:00,2,422.85999999999996,116,1
14099.0,2010-11-29 13:03:00,10,2607.54,10,0
14101.0,2010-11-16 14:54:00,8,3965.34,23,0
14103.0,2010-02-12 14:58:00,1,0.0,300,1
14104.0,2010-11-15 13:13:00,3,555.37,24,0
14105.0,2010-11-10 11:38:00,7,4443.65,29,0
14106.0,2009-12-02 14:09:00,1,214.79999999999998,372,1
14107.0,2010-09-28 17:44:00,5,2165.2200000000003,72,0
14108.0,2009-12-08 15:25:00,2,447.05,366,1
14110.0,2010-09-30 17:13:00,22,7287.95,70,0
14112.0,2010-09-14 13:41:00,15,2750.34,86,0
14113.0,2010-11-29 15:53:00,23,4778.83,10,0
14114.0,2010-11-09 09:13:00,5,977.5600000000001,30,0
14115.0,2010-07-26 12:36:00,2,622.6700000000001,136,1
14118.0,2010-10-07 11:59:00,1,458.45,63,0
14119.0,2010-11-29 10:33:00,2,183.37,10,0
14120.0,2010-10-05 19:12:00,1,-23.8,65,0
14122.0,2010-11-10 09:38:00,5,309.77,29,0
14123.0,2009-12-06 15:35:00,1,436.18,368,1
14126.0,2010-09-21 14:51:00,1,466.33000000000004,79,0
14127.0,2010-11-24 16:56:00,3,1190.3700000000001,15,0
14128.0,2010-06-14 13:35:00,2,271.86,178,1
14129.0,2010-11-05 09:59:00,4,1467.48,34,0
14130.0,2010-11-29 17:11:00,3,1398.81,10,0
14131.0,2010-03-01 11:59:00,1,187.87,283,1
14133.0,2009-12-06 12:10:00,1,305.5,368,1
14134.0,2010-11-22 12:26:00,15,11123.35,17,0
14135.0,2010-12-07 12:37:00,12,4914.74,2,0
14136.0,2010-11-04 11:53:00,7,1553.96,35,0
14137.0,2010-01-27 10:21:00,2,294.1,316,1
14139.0,2010-08-06 14:00:00,3,670.98,125,1
14142.0,2010-12-01 16:33:00,4,655.94,8,0
14144.0,2010-08-10 15:17:00,1,30.599999999999998,121,1
14145.0,2010-09-06 09:53:00,3,3857.85,94,1
14146.0,2010-11-21 15:55:00,7,5259.3,18,0
14147.0,2010-11-16 08:11:00,9,1550.9,23,0
14148.0,2010-10-21 14:08:00,1,309.09000000000003,49,0
14151.0,2010-02-04 15:35:00,3,666.7,308,1
14152.0,2010-11-17 14:20:00,6,1364.35,22,0
14153.0,2010-08-13 14:35:00,1,233.4,118,1
14154.0,2010-11-23 17:53:00,8,4917.98,16,0
14156.0,2010-12-03 11:48:00,138,183180.55,6,0
14157.0,2010-11-15 15:10:00,3,569.9,24,0
14159.0,2010-11-25 13:32:00,11,2893.58,14,0
14160.0,2010-04-08 14:30:00,7,8421.47,245,1
14161.0,2010-12-05 13:18:00,5,2208.36,4,0
14163.0,2010-09-03 17:15:00,1,148.71,97,1
14166.0,2010-07-22 19:42:00,2,256.85,140,1
14167.0,2010-09-01 17:15:00,4,721.65,99,1
14168.0,2010-10-15 10:49:00,3,305.9,55,0
14169.0,2010-10-05 08:45:00,2,624.4300000000001,65,0
14170.0,2010-11-29 13:10:00,3,597.33,10,0
14171.0,2009-12-09 13:50:00,1,135.0,365,1
14172.0,2010-04-13 13:26:00,4,389.97,240,1
14173.0,2010-03-08 13:24:00,3,116.11,276,1
14175.0,2010-11-24 14:27:00,10,4242.38,15,0
14176.0,2010-12-07 11:45:00,2,339.11,2,0
14177.0,2010-11-23 14:23:00,9,1669.93,16,0
14180.0,2010-12-02 13:08:00,12,1469.98,7,0
14181.0,2010-10-25 08:27:00,2,310.55,45,0
14182.0,2010-09-22 11:45:00,5,660.07,78,0
14183.0,2010-10-24 14:45:00,2,286.29,46,0
14186.0,2010-10-08 13:30:00,5,1550.63,62,0
14187.0,2010-08-23 12:06:00,1,123.5,108,1
14189.0,2010-12-06 11:42:00,2,1160.31,3,0
14190.0,2010-02-11 14:27:00,1,79.9,301,1
14191.0,2010-11-10 12:27:00,3,53.4,29,0
14192.0,2010-11-16 17:44:00,1,293.74,23,0
14193.0,2010-11-08 12:31:00,1,356.8,31,0
14194.0,2010-11-12 12:26:00,22,7226.12,27,0
14195.0,2010-09-30 11:31:00,7,1418.54,70,0
14197.0,2010-10-25 10:01:00,1,390.05,45,0
14198.0,2010-11-04 13:50:00,6,864.08,35,0
14199.0,2010-11-04 11:06:00,5,731.0999999999999,35,0
14200.0,2010-04-01 13:01:00,1,379.2,252,1
14201.0,2010-10-26 18:51:00,3,446.1,44,0
14202.0,2010-11-23 17:13:00,3,847.76,16,0
14203.0,2010-11-07 13:35:00,1,339.34,32,0
14204.0,2010-10-13 13:32:00,3,901.9300000000001,57,0
14205.0,2010-12-09 13:38:00,9,1689.6,0,0
14206.0,2010-11-24 12:56:00,3,836.9499999999999,15,0
14207.0,2010-01-21 09:33:00,1,157.8,322,1
14208.0,2010-06-06 13:11:00,1,415.31,186,1
14209.0,2010-11-19 13:58:00,12,2870.2400000000002,20,0
14210.0,2010-12-03 12:43:00,15,3913.4300000000003,6,0
14211.0,2010-10-24 12:54:00,13,2093.39,46,0
14212.0,2010-09-20 11:48:00,1,1119.6599999999999,80,0
14213.0,2010-12-03 09:47:00,2,-1.4210854715202004e-14,6,0
14215.0,2010-12-06 15:34:00,4,1626.61,3,0
14216.0,2010-10-26 18:46:00,2,303.09,44,0
14217.0,2010-12-09 15:29:00,11,1281.51,0,0
14219.0,2010-10-26 10:34:00,2,543.89,44,0
14220.0,2010-05-21 13:29:00,2,882.5999999999999,202,1
14221.0,2010-09-16 14:41:00,9,3078.7400000000002,84,0
14224.0,2010-11-14 13:53:00,5,847.78,25,0
14225.0,2010-10-01 10:32:00,5,2015.12,69,0
14226.0,2010-09-30 11:27:00,2,766.14,70,0
14227.0,2010-10-21 10:49:00,7,3011.6,49,0
14228.0,2010-09-28 09:45:00,3,745.5,72,0
14229.0,2010-11-01 13:04:00,6,1018.39,38,0
14230.0,2010-09-30 09:07:00,3,979.8000000000001,70,0
14231.0,2010-09-15 09:52:00,1,309.91,85,0
14233.0,2010-11-30 13:11:00,5,1319.45,9,0
14235.0,2010-07-29 17:24:00,4,1573.1299999999999,133,1
14236.0,2010-12-02 18:49:00,6,1241.88,7,0
14237.0,2010-12-01 13:20:00,3,466.04,8,0
14238.0,2010-02-15 11:39:00,2,287.38,297,1
14239.0,2010-10-04 15:01:00,11,1880.22,66,0
14240.0,2010-10-12 12:48:00,1,357.15,58,0
14241.0,2010-01-12 15:11:00,1,120.0,331,1
14243.0,2010-12-09 08:34:00,10,4829.4800000000005,0,0
14244.0,2010-02-18 17:09:00,2,354.82,294,1
14247.0,2010-10-31 13:58:00,5,632.9399999999999,39,0
14248.0,2010-09-06 14:04:00,2,730.37,94,1
14249.0,2010-10-25 12:34:00,12,5625.461,45,0
14252.0,2010-11-23 13:36:00,1,350.99,16,0
14253.0,2010-08-03 14:55:00,2,363.40000000000003,128,1
14254.0,2010-10-03 11:52:00,1,601.03,67,0
14255.0,2010-06-11 15:57:00,4,-1441.6,181,1
14256.0,2010-08-05 09:30:00,6,1462.28,126,1
14257.0,2010-11-24 16:00:00,4,2854.73,15,0
14258.0,2010-11-16 17:57:00,22,18377.27,23,0
14260.0,2010-08-25 14:55:00,3,824.28,106,1
14263.0,2010-10-12 14:09:00,1,322.93,58,0
14264.0,2010-12-02 17:35:00,6,1141.89,7,0
14265.0,2010-09-01 12:20:00,2,843.17,99,1
14266.0,2010-10-07 13:32:00,1,40.56,63,0
14267.0,2010-01-07 15:34:00,2,-19.9,336,1
14268.0,2010-08-26 10:45:00,1,354.85,105,1
14269.0,2010-09-30 18:19:00,2,261.68,70,0
14271.0,2010-10-26 17:01:00,1,106.81,44,0
14272.0,2010-05-26 09:49:00,2,482.85,197,1
14274.0,2010-01-22 12:51:00,1,256.6,321,1
14275.0,2010-11-09 09:06:00,6,1189.3799999999999,30,0
14276.0,2010-11-04 10:58:00,8,909.93,35,0
14277.0,2010-10-24 12:44:00,10,367.4699999999999,46,0
14278.0,2010-10-26 12:07:00,1,205.83,44,0
14279.0,2010-07-07 08:42:00,2,191.86,155,1
14281.0,2010-10-27 14:45:00,1,245.15,43,0
14282.0,2010-12-07 12:21:00,12,4115.32,2,0
14283.0,2010-09-02 14:46:00,4,628.4399999999999,98,1
14284.0,2010-02-24 12:06:00,1,704.4,288,1
14285.0,2010-07-14 14:07:00,5,1248.63,148,1
14286.0,2010-11-05 13:26:00,7,3800.89,34,0
14290.0,2010-10-22 12:03:00,8,1901.48,48,0
14291.0,2010-11-24 09:47:00,13,3971.1,15,0
14292.0,2010-11-02 10:57:00,13,4068.57,37,0
14293.0,2010-12-06 10:18:00,7,2127.77,3,0
14294.0,2010-10-28 16:25:00,1,375.34,42,0
14295.0,2010-09-27 09:48:00,6,2161.36,73,0
14296.0,2010-10-22 09:25:00,3,448.45,48,0
14298.0,2010-11-29 13:35:00,39,39626.87,10,0
14299.0,2010-12-09 10:30:00,25,9972.42,0,0
14301.0,2010-10-26 18:21:00,5,1324.19,44,0
14302.0,2010-10-05 08:10:00,3,742.9000000000001,65,0
14303.0,2010-10-28 15:37:00,2,277.94,42,0
14304.0,2010-11-25 10:20:00,3,1326.71,14,0
14306.0,2010-11-26 10:44:00,4,1058.0800000000002,13,0
14307.0,2010-12-01 11:41:00,6,2067.36,8,0
14308.0,2010-06-08 16:52:00,5,-849.45,184,1
14309.0,2010-10-22 13:18:00,2,1428.28,48,0
14310.0,2010-10-03 12:34:00,1,492.1,67,0
14311.0,2010-05-21 10:28:00,1,206.19,202,1
14312.0,2010-11-26 11:40:00,5,1478.7,13,0
14313.0,2010-03-25 16:20:00,1,-302.31,259,1
14314.0,2010-10-22 09:45:00,2,101.9,48,0
14315.0,2010-06-24 16:21:00,3,711.74,168,1
14316.0,2010-10-13 16:31:00,6,1355.34,57,0
14318.0,2010-09-05 15:32:00,1,158.02,95,1
14319.0,2010-10-11 13:38:00,2,476.95000000000005,59,0
14320.0,2010-06-11 12:45:00,4,861.01,181,1
14321.0,2010-10-07 15:46:00,3,667.83,63,0
14322.0,2010-10-08 13:14:00,6,384.3,62,0
14324.0,2010-10-26 11:44:00,2,701.61,44,0
14325.0,2010-05-19 09:20:00,1,245.48000000000002,204,1
14326.0,2010-09-02 13:29:00,2,757.13,98,1
14327.0,2010-11-22 15:24:00,5,1583.28,17,0
14328.0,2010-10-05 10:47:00,3,-445.06,65,0
14329.0,2010-11-29 15:53:00,14,4806.78,10,0
14330.0,2010-03-26 09:10:00,1,200.63,258,1
14332.0,2010-11-23 15:24:00,2,1077.2,16,0
14334.0,2010-10-10 10:33:00,5,1753.52,60,0
14337.0,2009-12-08 14:04:00,1,-658.63,366,1
14338.0,2010-06-21 10:32:00,1,339.88,171,1
14339.0,2010-10-07 08:50:00,1,310.75,63,0
14341.0,2010-10-15 15:52:00,11,2277.09,55,0
14342.0,2010-10-03 12:46:00,3,235.03,67,0
14343.0,2010-10-14 13:05:00,4,1088.91,56,0
14344.0,2010-12-07 10:51:00,14,2443.77,2,0
14346.0,2010-10-10 14:19:00,3,1294.17,60,0
14347.0,2009-12-03 10:49:00,1,82.6,371,1
14350.0,2010-11-24 12:01:00,2,689.1,15,0
14353.0,2010-10-25 14:46:00,2,285.9,45,0
14355.0,2010-12-09 12:16:00,3,840.0500000000001,0,0
14358.0,2010-11-15 15:51:00,3,384.29999999999995,24,0
14361.0,2010-05-10 12:29:00,1,214.70999999999998,213,1
14363.0,2010-11-02 17:01:00,2,227.47000000000003,37,0
14365.0,2010-11-10 09:52:00,2,634.68,29,0
14366.0,2010-07-02 17:23:00,1,136.0,160,1
14369.0,2010-03-07 15:47:00,2,469.13,277,1
14370.0,2010-09-15 10:53:00,9,1092.13,85,0
14372.0,2010-09-22 16:17:00,3,830.1800000000001,78,0
14374.0,2010-06-16 14:25:00,1,108.0,176,1
14375.0,2010-09-15 14:45:00,2,875.31,85,0
14376.0,2010-01-25 15:36:00,1,215.46,318,1
14378.0,2010-03-28 12:22:00,1,131.25,256,1
14379.0,2010-11-11 16:29:00,2,920.81,28,0
14380.0,2010-04-15 15:47:00,2,-99.72999999999999,238,1
14381.0,2010-09-14 16:15:00,1,428.65999999999997,86,0
14382.0,2010-11-14 16:32:00,2,614.78,25,0
14384.0,2010-07-27 09:53:00,1,58.5,135,1
14388.0,2010-12-08 15:59:00,12,3417.26,1,0
14389.0,2010-10-11 10:04:00,6,821.35,59,0
14390.0,2010-12-02 11:57:00,7,1730.8600000000001,7,0
14391.0,2010-05-12 09:42:00,1,135.6,211,1
14392.0,2010-10-03 12:56:00,1,266.4,67,0
14394.0,2010-05-24 10:43:00,1,93.8,199,1
14395.0,2010-12-02 18:15:00,13,4688.9,7,0
14396.0,2010-12-03 15:19:00,6,1633.94,6,0
14398.0,2010-11-03 13:46:00,2,707.79,36,0
14399.0,2010-11-10 13:23:00,9,2098.16,29,0
14400.0,2010-11-04 11:34:00,3,1143.3,35,0
14401.0,2010-10-11 15:25:00,11,2663.42,59,0
14402.0,2010-02-25 13:20:00,1,285.6,287,1
14403.0,2010-05-05 14:04:00,4,396.45,218,1
14404.0,2010-12-05 16:00:00,9,1365.39,4,0
14405.0,2010-11-18 11:40:00,1,195.0,21,0
14408.0,2010-08-25 13:08:00,4,1503.2400000000002,106,1
14409.0,2010-12-06 15:07:00,6,1545.44,3,0
14410.0,2010-11-28 14:57:00,2,1546.07,11,0
14412.0,2010-10-11 12:33:00,1,656.16,59,0
14413.0,2010-10-25 14:41:00,3,647.67,45,0
14414.0,2010-11-30 10:12:00,1,902.35,9,0
14415.0,2010-11-25 13:51:00,14,6103.57,14,0
14417.0,2010-11-17 10:55:00,1,604.2,22,0
14419.0,2010-11-22 11:09:00,1,202.85,17,0
14420.0,2010-11-08 10:49:00,5,1241.85,31,0
14421.0,2010-07-15 12:30:00,5,1643.51,147,1
14422.0,2010-11-30 10:43:00,15,5937.28,9,0
14423.0,2010-10-11 16:24:00,3,649.76,59,0
14425.0,2010-10-08 14:24:00,5,635.89,62,0
14426.0,2010-11-11 19:36:00,11,7185.07,28,0
14427.0,2010-08-02 11:25:00,2,900.1800000000001,129,1
14429.0,2010-11-01 10:08:00,1,516.28,38,0
14430.0,2010-07-16 11:35:00,5,956.4000000000001,146,1
14431.0,2010-11-25 14:03:00,3,2143.84,14,0
14433.0,2010-08-31 12:35:00,1,289.6,100,1
14435.0,2010-07-26 12:33:00,1,90.42,136,1
14436.0,2010-06-04 11:32:00,1,182.64000000000001,188,1
14437.0,2010-12-09 09:27:00,6,873.34,0,0
14439.0,2010-09-22 14:47:00,4,6781.8,78,0
14440.0,2010-12-09 12:49:00,11,4169.15,0,0
14441.0,2010-12-09 14:57:00,10,2816.45,0,0
14442.0,2010-10-21 15:39:00,7,3727.4,49,0
14443.0,2010-12-06 11:03:00,4,950.7,3,0
14444.0,2010-09-09 18:56:00,1,132.04,91,1
14445.0,2010-09-10 11:09:00,1,221.65,90,0
14446.0,2010-11-18 12:08:00,1,201.73,21,0
14447.0,2010-11-04 13:32:00,1,548.5,35,0
14449.0,2010-12-02 14:09:00,5,1575.7,7,0
14450.0,2010-11-25 11:58:00,4,645.19,14,0
14451.0,2010-11-15 14:09:00,16,2603.0,24,0
14452.0,2010-11-09 14:13:00,2,401.15,30,0
14454.0,2010-11-28 13:26:00,6,970.7,11,0
14455.0,2010-10-03 15:48:00,5,594.86,67,0
14458.0,2010-11-24 12:43:00,1,237.42,15,0
14459.0,2010-06-24 16:56:00,2,3501.221,168,1
14460.0,2010-11-08 15:00:00,8,536.26,31,0
14461.0,2010-11-22 12:33:00,11,4594.54,17,0
14462.0,2010-10-03 14:13:00,1,265.99,67,0
14463.0,2010-07-28 11:35:00,1,256.95,134,1
14464.0,2010-05-20 18:00:00,2,111.0,203,1
14465.0,2010-10-07 15:09:00,8,2887.4100000000003,63,0
14466.0,2010-12-02 13:36:00,7,2374.5,7,0
14467.0,2010-11-15 11:01:00,8,1622.23,24,0
14468.0,2009-12-06 12:21:00,1,204.24,368,1
14469.0,2010-10-19 14:30:00,4,2112.21,51,0
14470.0,2010-10-05 12:39:00,1,250.85,65,0
14471.0,2010-04-27 17:12:00,2,400.95,226,1
14472.0,2010-01-19 13:09:00,1,291.38,324,1
14474.0,2010-05-09 12:12:00,1,730.42,214,1
14475.0,2010-10-27 09:20:00,1,225.3,43,0
14477.0,2010-09-29 14:05:00,5,652.8,71,0
14478.0,2010-11-22 15:29:00,4,1276.66,17,0
14479.0,2010-12-09 12:59:00,3,982.86,0,0
14480.0,2010-11-02 12:35:00,4,1016.22,37,0
14481.0,2010-10-28 19:20:00,4,1298.81,42,0
14482.0,2010-11-25 15:26:00,8,2124.1,14,0
14483.0,2009-12-03 10:16:00,1,120.0,371,1
14484.0,2010-11-03 13:50:00,3,749.0600000000001,36,0
14486.0,2010-07-16 09:42:00,2,175.5,146,1
14487.0,2010-12-06 13:22:00,3,244.53,3,0
14489.0,2010-09-28 15:26:00,3,1111.55,72,0
14490.0,2010-10-29 15:04:00,2,1273.47,41,0
14491.0,2010-12-02 12:10:00,1,127.2,7,0
14492.0,2010-10-05 13:21:00,10,1574.3600000000001,65,0
14493.0,2010-11-14 16:16:00,7,2673.21,25,0
14494.0,2010-11-03 13:13:00,2,261.9,36,0
14495.0,2010-03-02 15:15:00,2,42.5,282,1
14496.0,2010-12-01 15:35:00,9,2107.07,8,0
14497.0,2010-02-04 09:59:00,1,221.69,308,1
14498.0,2010-11-03 11:11:00,5,1953.95,36,0
14499.0,2010-11-30 14:28:00,7,1305.3,9,0
14505.0,2010-10-31 16:16:00,16,5900.1,39,0
14506.0,2010-12-05 14:25:00,3,1278.5,4,0
14507.0,2010-11-30 15:11:00,7,1804.31,9,0
14508.0,2010-11-28 13:23:00,4,579.67,11,0
14509.0,2010-06-23 13:21:00,1,110.95,169,1
14510.0,2010-11-29 12:46:00,4,991.98,10,0
14512.0,2010-11-21 13:00:00,5,948.19,18,0
14513.0,2010-09-29 12:11:00,3,332.42,71,0
14514.0,2010-09-29 13:14:00,7,3539.38,71,0
14515.0,2010-11-17 12:24:00,9,1616.81,22,0
14516.0,2010-07-11 14:07:00,1,163.92,151,1
14519.0,2010-01-25 11:18:00,2,206.09,318,1
14521.0,2010-08-19 13:04:00,2,167.65,112,1
14522.0,2010-04-23 10:45:00,4,784.08,230,1
14524.0,2010-10-26 11:21:00,4,1066.03,44,0
14525.0,2010-10-07 19:03:00,8,3908.44,63,0
14526.0,2010-11-15 13:32:00,1,262.4,24,0
14527.0,2010-12-09 12:32:00,108,18063.16,0,0
14530.0,2010-11-08 13:05:00,13,3151.2400000000002,31,0
14531.0,2010-08-17 10:16:00,1,376.34,114,1
14532.0,2010-10-24 12:24:00,8,2913.58,46,0
14533.0,2010-10-28 16:42:00,6,1372.5,42,0
14534.0,2010-11-07 10:44:00,13,1711.07,32,0
14535.0,2010-11-09 16:03:00,7,3031.54,30,0
14537.0,2010-04-12 08:25:00,2,279.89,241,1
